,train_avg,eval_avg
0,0.063024080035236,0.02869359790964658
1,0.0247461844192564,0.02230851252911141
2,0.02005306587513814,0.018795619051095593
3,0.017593775246206162,0.016633476708533174
4,0.016011147938218628,0.015309767623667616
5,0.014900295984402184,0.014731089775282216
6,0.014138457835783613,0.013859488838632783
7,0.01350707837301462,0.013226215991314995
8,0.013012849665929235,0.012879113520843437
9,0.012682580354367323,0.012450920187879399
10,0.012349240032951216,0.012116555343325957
11,0.0120857662526091,0.011938578959733966
12,0.011793546067373612,0.012192072473040008
13,0.011617723949358902,0.011467015906517585
14,0.011346867446881027,0.011165848450667887
15,0.01111817648658256,0.011024079150912991
16,0.010960049532200653,0.010679509154105761
17,0.010792581673357204,0.011017580154767058
18,0.010695987930497428,0.010355750648641443
19,0.010460985254659138,0.0108426927409348
20,0.010357444273944761,0.01009597154951329
21,0.010239066969086165,0.01016269047205976
22,0.010158647228855936,0.010025164903511843
23,0.010055021786281796,0.009859127264626953
24,0.009914705946390304,0.009844262385740876
25,0.009779682038184303,0.009831915892862591
26,0.009644894427344548,0.009562092763091246
27,0.00955122875308278,0.009595809383766658
28,0.009505634490582508,0.009799019540155149
29,0.009519348299887348,0.00935130554015737
30,0.009223142519095257,0.009148420401321477
31,0.009170374534976284,0.009105865473309195
32,0.009129835883452338,0.009617597344387547
33,0.009076710950204944,0.009090147954580116
34,0.008930308051804765,0.008811760068231499
35,0.008824029726103178,0.008710425053947571
36,0.008796564237499528,0.008914860422689333
37,0.008715916031751312,0.009509998701894319
38,0.008629106501102983,0.008819325975737119
39,0.008515422779511287,0.008745278745149094
40,0.008398320216441331,0.008236225489639195
41,0.008366708390553576,0.008256985265929925
42,0.008274607906228165,0.008421731616246951
43,0.008161104497305838,0.008130422467926899
44,0.008132637708847696,0.008071588731023023
45,0.008077024049448822,0.0079388317865241
46,0.007939395794027262,0.008098289477133966
47,0.007959231095637523,0.007885935451240694
48,0.007807853192349556,0.008085686963118881
49,0.007756327357918867,0.0077394879218303115
50,0.007699963300318905,0.007722529422783528
51,0.007617496664499371,0.0076361307930425705
52,0.0075725584313666066,0.007617163244657308
53,0.007434781347485236,0.007408709395732955
54,0.0073765082013072655,0.007620811696635582
55,0.007333399207812463,0.0073313230006248654
56,0.0072908961001046215,0.007242827781431198
57,0.007146493772973706,0.0076822765236047195
58,0.007181918788413999,0.007214455992959619
59,0.007073481672546397,0.007147924489263131
60,0.007005627895525841,0.00727679097677121
61,0.006987387292292975,0.007229694133029735
62,0.006936680056887337,0.007171423088882612
63,0.0068413987432565816,0.00718257212534502
64,0.006815916440236576,0.007210378163404404
65,0.006674937144338433,0.006786295135662588
66,0.006763025459888508,0.007088885052095964
67,0.006668927594492629,0.006684083161954151
68,0.006531917631319679,0.006849609932536821
69,0.006517663128808102,0.006588658441351839
70,0.0064568528815730445,0.006658055195416582
71,0.006506160710840115,0.0064257684441462876
72,0.006351592289140223,0.0066725614688258215
73,0.006294404952559419,0.0063933395017611696
74,0.006367187375432613,0.006579221596559846
75,0.006210755565799869,0.006378338414143367
76,0.006170274681414078,0.006438202426645411
77,0.006169311756119707,0.00638191624129393
78,0.0061892321923446,0.006257057264278901
79,0.0060641261818399775,0.006159709853467992
80,0.005971878179250845,0.006212020867941789
81,0.006038063678622322,0.006109025947895485
82,0.0059355268491896535,0.006158726747114077
83,0.005921632777492499,0.006283530453500529
84,0.00581361008580573,0.0061311175589483366
85,0.005825604316910159,0.006324469186197293
86,0.005808549478846413,0.005934273958744773
87,0.005792520385460598,0.0060239414409566
88,0.005676768809331911,0.005965252022584339
89,0.005686802688416257,0.006324457271159233
90,0.00567186931998093,0.005844079945460859
91,0.005660074133938298,0.005973657729182707
92,0.005577802843627326,0.005835822720293808
93,0.0055739848723678175,0.00583065584784441
94,0.005503033013095011,0.0058436363399679584
95,0.005569708055354521,0.005766446253352137
96,0.005435458132470443,0.0059112502354567486
97,0.005458080203507029,0.005946058269410607
98,0.00539823383712964,0.0058822408500856845
99,0.005283586272088797,0.005678605787590684
100,0.0053294909026253496,0.0054991227639165806
101,0.005302407411298209,0.005496157762448651
102,0.005242518337256728,0.005460447752399437
103,0.005319695420572797,0.005735295325383006
104,0.005252673457063026,0.0054893837358061985
105,0.0051627191565308365,0.0056865267772564145
106,0.0051884650483794495,0.005561138392448515
107,0.00513265391836867,0.005473338397141232
108,0.005110870918096222,0.005609542186125125
109,0.005073619078710714,0.005424053049141384
110,0.005095884122809151,0.005882233907244202
111,0.005033185749834255,0.005585706656720175
112,0.005062453950645167,0.0052668197060856655
113,0.00491049293109041,0.005209946333071643
114,0.004939880496810327,0.00535379697187209
115,0.00497660882816504,0.005126976081259908
116,0.004912231613673595,0.005493614234939128
117,0.004865442862336771,0.005175888127400483
118,0.00491339409577835,0.005214939596613936
119,0.004855694595226362,0.005397271207836737
120,0.004880913660758604,0.005110838909139745
121,0.004728383774292155,0.005037891876277884
122,0.004781439024141024,0.005119354830190809
123,0.0046488746855848475,0.005130466557646462
124,0.004806091704592588,0.005217775925488986
125,0.004685982393823889,0.0051190974036545815
126,0.004697242828928758,0.005015514013974602
127,0.004722630654181567,0.005521378683274141
128,0.004651970901002193,0.005038757952973695
129,0.004634714399878615,0.005211588268796633
130,0.004622166596262077,0.00495956353394382
131,0.004625595179518115,0.005082651415940778
132,0.00459479179190218,0.004889522669331945
133,0.0044992844598693415,0.004858923119391842
134,0.004572388157009082,0.0049591979042750345
135,0.0045012867986164735,0.004802075901955187
136,0.004467533727758265,0.005309860213626042
137,0.00449505151227921,0.004929802250060959
138,0.004501206692605062,0.0051918350712744045
139,0.004587432708660653,0.004884013702745089
140,0.0043830864184121856,0.004777115498983626
141,0.00437922045171912,0.004811465266127005
142,0.004466792955218903,0.0050112284419788836
143,0.004365572215065092,0.0048056403637852475
144,0.004357739184698171,0.004882204957889864
145,0.0043304646070472,0.004916549616785024
146,0.004321678263281298,0.0047659012657332136
147,0.004295369133156914,0.004731989288927022
148,0.004358903665914365,0.0048394263876287875
149,0.004244548961721303,0.004762257067823267
150,0.004155560142832275,0.00475478177912623
151,0.004206268828491511,0.004851554324064988
