,train_avg,eval_avg
0,0.3565459485345907,0.20624702538435274
1,0.17506030907110912,0.25652636472995466
2,0.14438067517653413,0.12089971015946223
3,0.12067739105948205,0.12430718813378078
4,0.10675523181756337,0.11969342125722995
5,0.09069935975925912,0.0791089954212881
6,0.08246014840563629,0.0719250337077448
7,0.0750117589232853,0.06887052924587177
8,0.06993458211544609,0.07679211428890434
9,0.06698671932267064,0.16974739343501055
10,0.06584794483618972,0.06438409229024099
11,0.06045381516340829,0.055650222330139235
12,0.057571193004034675,0.05667711848106522
13,0.057061886269246596,0.05416111977627644
14,0.05387946179159629,0.051965081885170475
15,0.05309934406675429,0.0519503138672847
16,0.050818359548294986,0.047519176302907556
17,0.048837047775463806,0.06990197051961261
18,0.052168415790354764,0.050442854372354656
19,0.04774318510520851,0.045977685815439776
20,0.046702829354400496,0.04397851886012806
21,0.05926855838255873,0.058140490436926484
22,0.05113377637486644,0.04474344654366947
23,0.04566057904052391,0.04412179365037726
24,0.045466016257496036,0.04409510794525536
25,0.04424406276103646,0.04520750043985362
26,0.04298633807664545,0.04101450275629759
27,0.042162365943132114,0.043213227620491616
28,0.043005968930789965,0.04037389999183898
29,0.041544997980319916,0.04095446717782089
30,0.04131683034615384,0.03892032834343039
31,0.04057103355602963,0.03959155994324157
32,0.040480385354332966,0.03917638289455611
33,0.043027308512739684,0.03974855021358682
34,0.04061020092095858,0.03855771360059197
35,0.04319565144172053,0.06441238925505716
36,0.043374055038386414,0.03898338432638691
37,0.04000265634553545,0.039334573765070394
38,0.038929807098866,0.037665095986225285
39,0.03837145011442802,0.036624311397855096
40,0.03823891394760138,0.03823466926741485
41,0.0402321357839576,0.046164161597306914
42,0.04034141318512306,0.037356946169613645
43,0.03849398110199858,0.03787658564173258
44,0.037507740286305366,0.03639918992009301
45,0.03683898343087592,0.035714793198097214
46,0.03649752392000499,0.035888599876600966
47,0.03635475034882993,0.03580330964177847
48,0.03605155908951053,0.035683335790124074
49,0.03597532811770101,0.03721068276522251
50,0.0360454549637351,0.03604001034266101
51,0.035371146712896755,0.03416942907139086
52,0.03572855741858728,0.03383827223800696
53,0.03479714452484508,0.03350894776387857
54,0.035186775557604834,0.034530588103315
55,0.03442076203478462,0.033367724336970314
56,0.03384542647258612,0.03519163235950355
57,0.03373946054022253,0.03275914678278451
58,0.03392102481575047,0.03373018759660996
59,0.033304843944286615,0.03189208589565869
60,0.035152619497643575,0.03414880650906035
61,0.03384201209455606,0.03287136391736567
62,0.032527271202102366,0.03142967019588328
63,0.03219904693863029,0.031279831838149294
64,0.03211323101717381,0.03269390127836512
65,0.033078735824597714,0.0392260685778008
66,0.033247556180957656,0.031124012455200918
67,0.03171891217798362,0.030592866206111815
68,0.031310723477460965,0.030660527400099315
69,0.03136388397173872,0.029825236881151795
70,0.030912206462228004,0.030254339270938475
71,0.03039274785529684,0.03005106257310567
72,0.030285305791982898,0.03084648373680046
73,0.030328509179346354,0.02928425706564807
74,0.030076531785321825,0.029570004526669018
75,0.029682996556346798,0.0296918323281436
76,0.029774200546827338,0.028582345094316855
77,0.02903069684151637,0.02832646643778739
78,0.028869750077832382,0.029050443491611917
79,0.02842117845628855,0.027741978374811318
80,0.02833869603726967,0.027888550449950762
81,0.028381419801172404,0.02738243564426039
82,0.027841607944219693,0.03002963331528008
83,0.027904167698519954,0.027078499354851935
84,0.027707959816564993,0.026698061515792057
85,0.027305963583321238,0.02711389751997418
86,0.02707115280990002,0.029566820818357743
87,0.027505083488676037,0.03845461511697907
88,0.028483689743488905,0.02757092490971375
89,0.026896446755485526,0.026602236088365316
90,0.025815511628249545,0.02532787764301667
91,0.02586728058862711,0.025131869237296857
92,0.02547918454027225,0.024836629915695924
93,0.025175589109951085,0.02488835203425529
94,0.025152776359653278,0.02474903699476272
95,0.0249338581575533,0.025095317853041567
96,0.024654394237960807,0.02449252871939769
97,0.024460323764310208,0.02477435163186433
98,0.02439256649610008,0.023555119674151335
99,0.024082474471855558,0.023476742449789666
100,0.023618520670589595,0.02357793101467765
101,0.023630593884199736,0.023297556487915035
102,0.023367439500159688,0.022903089742892638
103,0.022989883949911152,0.02261156400737281
104,0.02278518034413518,0.022765468931398712
105,0.02295265275479099,0.02229970430310529
106,0.02231613105860512,0.022081918351782057
107,0.022305584163884076,0.02251150117864689
108,0.021981629696310546,0.021683020409769736
109,0.021552752446643855,0.021205547229888346
110,0.021295880469581717,0.021187417567349397
111,0.021082347132449532,0.021300368279648516
112,0.02097477309344482,0.021495150017122235
113,0.021044687850883714,0.021000692880569168
114,0.020775442720685967,0.020364692613769036
115,0.020360469511506978,0.020124758128076792
116,0.020066272517198645,0.02025029367695634
117,0.019885881757938567,0.020018731351368703
118,0.019880133979942326,0.019803856633818492
119,0.019539263486524915,0.01980255331951552
120,0.019332050629450707,0.019776873926345546
121,0.019241942219252205,0.019305293358719118
122,0.01874169037742502,0.018881148622872736
123,0.018502062355233318,0.0189680404907379
124,0.018614983795509663,0.019442794396756932
125,0.01855955772684435,0.01904756822086011
126,0.01829387206170294,0.018462298948389407
127,0.018114217242739573,0.020024610119155392
128,0.017779040228912735,0.018395521078043833
129,0.01781311388598916,0.01814247761817219
130,0.017608141402020255,0.017632000381127
131,0.017291383610831365,0.01753979146731301
